nr_albumu,nazwisko,imie,wiek,grupa
1690,Isla,Anton,20,2
1691,Layla,Everett,20,2
1692,Addison,Şahi̇n,19,3
1693,Savannah,Benoît,21,1
1694,Liliana,Grégory,19,3
1695,Ivy,Caleb,20,4
1696,Sadie,Matthew,24,3
1697,Lucy,Andrew,23,2
1698,Isabella,Şahi̇n,22,3
1699,Ophelia,Darcy,24,2
1700,Paisley,Duc,22,2
1701,Evelyn,Alparslan,24,3
1702,Lyla,Nuri̇,20,2
1703,Aaliyah,Yorik,22,2
1704,Hannah,Aiden,25,1
1705,Ivy,Ethan,23,1
1706,Penelope,Ross,19,2
1707,Alexa,Daniel,24,3
1708,Paisley,Niklas,19,3
1709,Annabelle,Mathis,20,4
1710,Aria,Chien,22,2
1711,Addison,Matthias,20,3
1712,Arielle,Alexis,25,3
1713,Hailey,Wesley,23,4
1714,Ruby,Levi,20,3
1715,Liliana,Brazil,20,3
1716,Julia,Clinton,23,2
1717,Victoria,Thanh,22,4
1718,Madelyn,Ted,23,3
1719,Isabella,Arthur,23,3
1720,Harper,Jeffrey,20,2
1721,Anna,Miguel Henrique,24,2
1722,Isabella,Tri,25,3
1723,Charlie,Linh,19,4
1724,Aaliyah,Felix,19,3
1725,Aurora,Samuel,24,2
1726,Annabelle,Isaac,21,2
1727,Jordyn,Davi Henrique,22,4
1728,Lillian,Matthew,22,2
1729,Hazel,Rene,20,2
1730,Clara,Thomas,24,1
1731,Aurora,Bennett,21,3
1732,Nora,Thomas,22,3
1733,Savannah,Milàn,24,2
1734,Eleanor,Adem,22,3
1735,Charlotte,Glenn,23,2
1736,Charlie,Benjamin,20,3
1737,Eva,Aquiles,19,3
1738,Quinn,Ryan,19,3
1739,Callie,Luka,22,4
1740,Charlie,Pedro Arthur,22,2
1741,Emilia,Noah,24,2
1742,Ophelia,Clarence,19,2
1743,Liliana,Jonathan,22,3
1744,Hazel,Berki̇n,21,3
1745,Jordyn,Pedro,21,3
1746,Lauren,Bobby,23,2
1747,Ava,Furkan,25,1
1748,Liliana,Nicolàs,22,2
1749,Emilia,İhsan,23,3
1750,Beatrice,Nicolas,24,1
1751,Rose,Dwayne,23,3
1752,Georgia,Hiep,23,2
1753,Lauren,Liam,21,3
1754,Emilia,Philip,20,1
1755,Paisley,Ícaro,20,3
1756,Sophia,Sergio,19,2
1757,Maya,Israel,23,4
1758,Mia,Vicente,22,3
1759,Jade,Kadi̇r,22,4
1760,Alyssa,Theo,25,4
1761,Liliana,Beau,25,2
1762,Lillian,Berkay,23,2
1763,Claire,Ryder,19,3
1764,Rosalie,Bodhi,21,2
1765,Alice,Mark,23,2
1766,Kaylee,Samuel,21,3
1767,Brooklyn,Dylan,20,1
1768,Isabella,Jayden,20,2
1769,Lauren,Brazil,22,2
1770,Hailey,Hai,23,4
1771,Harper,Ethan,22,2
1772,Charlotte,Ronald,20,2
1773,Lily,Dylan,21,1
1774,Audrey,Gustavo Henrique,24,3
1775,Claire,Wade,23,1
1776,Anna,Jasper,24,3
1777,Arianna,Yoshua,21,1
1778,Aaliyah,Léon,20,2
1779,Emma,Berker,25,3
1780,Annabelle,Marco,20,4
1781,Maya,Gabriel,23,2
1782,Ophelia,Daniel,21,2
1783,Abigail,Leo,22,1
1784,Addison,Luis,25,4
1785,Jordyn,Emi̇n,23,1
1786,Alice,Aquiles,23,3
1787,Harper,Mathew,24,4
1788,Nora,Duane,22,4
1789,Maya,Gürsel,24,4
1790,Emma,Hakan,23,2
1791,Madison,Milo,19,3
1792,Lucy,Davi Miguel,25,3
1793,Harper,Vitor Gabriel,20,4
1794,Lillian,Alex,22,1
1795,Taylor,Augusto,19,3
1796,Arielle,Elias,24,3
1797,Gabriella,William,25,4
1798,Layla,Kurt,22,2
1799,Callie,Alp,19,1
1800,Sophie,Ilias,24,1
1801,Quinn,Corentin,24,1
1802,Aria,Moritz,21,1
1803,Sophie,Ken,23,3
1804,Rachel,Owen,25,2
1805,Victoria,Antonin,21,3
1806,Stella,Max,23,3
1807,Penelope,Jace,23,1
1808,Mya,Hugo,23,3
1809,Emily,Nicolas Gabriel,21,4
1810,Mackenzie,Matheus Henrique,23,4
1811,Chloe,Grégoire,21,2
1812,Sophie,Raul,24,4
1813,Abigail,Henry,21,2
1814,Hailey,Dominic,21,4
1815,Nora,Roland,25,2
1816,Ayla,Mathias,19,4
1817,Eva,Loic,24,4
1818,Addison,Dylan,23,1
1819,Allison,Cemal,20,2
1820,Freya,Luka,19,4
1821,Clara,Arno,21,3
1822,Allison,João Lucas,21,4
1823,Lily,Archer,25,4
1824,Nora,José Lucas,22,1
1825,Leah,Jordan,24,2
1826,Rosalie,Noah,23,2
"1827,Ella,""Nico, Niko"",24,2"
1828,Riley,Alexander,23,2
1829,Clara,Rafael,21,4
1830,Allison,Mathis,24,2
1831,Elizabeth,Le,20,1
1832,Annabelle,Hakan,20,3
1833,Callie,Jakob,19,4
1834,Rose,Tayfun,20,3
1835,Chloe,Levi,24,2
1836,Natalie,Christian,20,4
1837,Sophia,Emi̇n,21,2
1838,Piper,Xavier,19,3
1839,Alice,Jaxon,21,4
1840,Isla,Valentín,23,3
1841,Harper,Tristan,21,2
1842,Lyla,Liam,25,1
1843,Nova,Joseph,19,2
1844,Victoria,John,24,4
1845,Olivia,Frederico,25,4
1846,Hannah,Kevin,23,2
1847,Mackenzie,Parker,19,3
1848,Alyssa,Hyeon Gyu,20,4
1849,Madison,Alphan,23,2
1850,Ivy,Jonathan,23,1
1851,Annabelle,Joseph,22,2
1852,Violet,Mario,21,3
1853,Madison,Boris,23,2
1854,Amelia,Laurent,25,2
1855,Liliana,Theo,21,1
1856,Lily,Pedro Lucas,22,2
1857,Alyssa,Vincent,22,3
1858,Sophia,Jordan,22,2
1859,Victoria,Vinícius,22,2
1860,Brooklyn,Stéphane,23,2
1861,Hannah,Hoang,22,4
1862,Aubrey,Miguel Henrique,24,1
1863,Audrey,Jacob,22,2
1864,Aaliyah,Caleb,22,2
1865,Piper,Cemre,20,4
1866,Ellie,Luka,24,4
1867,Callie,Jakob,21,2
1868,Olivia,Vincent,22,3
1869,Madelyn,Ethan,19,4
1870,Jade,Norman,23,4
1871,Jordyn,Patrick,19,3
1872,Claire,Mason,22,2
1873,Hannah,Danny,19,2
1874,Emily,Joe,20,1
1875,Victoria,Liam,21,3
1876,Isla,Riley,21,2
1877,Piper,Bob,20,3
1878,Alyssa,Michael,22,1
1879,Hailey,Tony,23,3
1880,Annabelle,Gabriel Henrique,24,2
1881,Charlie,Cemi̇l,23,2
1882,Charlie,Quentin,19,3
1883,Sienna,Alvin,20,1
1884,Victoria,Pedro Miguel,20,1
1885,Lucy,Marc,22,3
1886,Keira,Mehmet,20,3
1887,Zoey,İhsan,20,3
1888,Gabriella,Rodrigo,19,3
1889,Savannah,Jaime,19,3
1890,Violet,Milton,23,3
1891,Lillian,Efe,24,1
1892,Claire,Hyun Sik,21,2
1893,Ella,Luiz Felipe,20,4
1894,Evelyn,Mathis,24,3
1895,Brielle,Hugo,19,3
1896,Hailey,Rodney,20,4
1897,Alice,André,24,2
1898,Abigail,Davi Lucca,24,4
1899,Peyton,Alexander,23,2
1900,Emilia,Igor,24,4
1901,Maya,Canberk,22,3
1902,Eva,Lee,25,1
1903,Allison,Nurullah,24,4
1904,Avery,Adem,22,3
1905,Alexa,Hüseyi̇n,23,2
1906,Clara,Arthur,24,2
1907,Aubrey,Eli,21,2
1908,Clara,Hunter,21,3
1909,Penelope,Logan,23,1
1910,Gabriella,Hudson,20,3
1911,Emilia,Gary,21,3
1912,Nora,George,21,3
1913,Piper,Caleb,22,1
1914,Autumn,Riley,20,3
1915,Lucy,Vinzent,22,2
1916,Sophie,Anthony Gabriel,23,4
1917,Mya,Danny,20,2
1918,Harper,Hyun Sik,21,4
1919,Gabriella,Oliver,25,2
1920,Leah,João Miguel,22,4
1921,Georgia,Xavier,19,2
1922,Nora,Jason,25,3
1923,Addison,Gabriel Henrique,23,2
1924,Lillian,Aiden,19,4
1925,Alexa,Osman,19,1
1926,Eleanor,Mohamed,22,3
1927,Nova,Tyrone,24,1
1928,Ophelia,Alex,20,1
1929,Jordyn,Carl,19,4
1930,Riley,Brody,19,1
1931,Elizabeth,Heitor,24,1
1932,Grace,Jeffrey,19,4
1933,Annabelle,Harry,23,2
1934,Georgia,Martin,20,3
1935,Mia,Tú,21,2
1936,Annabelle,Bruno,21,2
1937,Elizabeth,Benjamin,25,1
1938,Isla,Sam,21,3
1939,Eleanor,Marcos,22,3
1940,Rosalie,Kevin,22,4
1941,Zoey,Léo,23,4
1942,Sadie,Thuan,21,1
1943,Aubrey,Jonathan,20,2
1944,Eva,Williams,21,3
1945,Sophie,Keri̇m,25,1
1946,Paisley,Arnaud,20,1
1947,Lyla,Aquiles,19,1
1948,Madelyn,Matthias,20,3
1949,Alice,Leo,23,4
1950,Beatrice,Lukas,20,3
1951,Charlotte,Michael,20,4
1952,Allison,Arif,24,2
1953,Isla,Dong,21,2
1954,Aurora,Aiden,25,2
1955,Lucy,Romain,24,2
1956,Nova,Riley,24,2
1957,Aria,Cyril,23,1
1958,Stella,Victor,24,2
1959,Amelia,Duc Anh,24,3
1960,Rachel,David,19,2
1961,Brooklyn,Patrick,21,4
1962,Abigail,Bui,22,4
1963,Peyton,Ali̇m,22,2
1964,Callie,Jayden,21,1
1965,Hailey,Maxence,21,1
1966,Isabella,Huynh Chi Hai,22,4
1967,Emma,Luis,21,2
1968,Violet,John,20,3
1969,Scarlett,Moritz,20,4
1970,Piper,Heitor Miguel,20,2
1971,Lyla,Joshua,21,3
1972,Scarlett,Julian,19,3
1973,Gabriella,Osman,22,4
1974,Rosalie,Yoshua,23,2
1975,Mia,Thiago,20,4
1976,Anna,Luis,22,1
1977,Isla,Benjamin,21,4
1978,Arianna,Gürsel,23,2
1979,Claire,João Antônio,22,2
1980,Gabriella,Felix,24,3
1981,Lyla,Isaac,19,3
1982,Brooklyn,Dom,23,4
1983,Aurora,Muhammad,22,4
1984,Mila,Neil,22,4
1985,Eleanor,Henrique,20,2
1986,Ella,Henry,23,3
1987,Nora,Lukas,24,3
1988,Olivia,Benjamin,25,3
1989,Alice,Gene,20,2
1990,Keira,Austin,24,2
1991,Charlotte,Hali̇l,22,1
1992,Audrey,Clarence,23,3
1993,Keira,Ergun,25,3
1994,Ophelia,Grégory,25,3
1995,Sadie,Eli,23,3
1996,Julia,Oliver,20,3
1997,Hailey,Lennox,23,2
1998,Layla,Anthony,21,3
1999,Addison,Adem,21,2
2000,Mia,Nelson,24,3
2001,Shyama,Hrishikesh,24,2
2002,Roshan,Simon,19,2
2003,Indira,Felix,19,4
2004,Padmini,Marco,24,1
2005,Reva,Arthur,22,1
2006,Rati,Aiden,23,3
2007,Kaur,Atacan,21,4
2008,Amala,Justin,20,2
2009,Nikita,Dylan,23,2
2010,Sakshi,Daniel,22,2
2011,Drishti,Hector,24,4
2012,Sumati,Maurice,21,3
2013,Sima,Zachary,24,2
2014,Priya,Declan,19,3
2015,Pritha,Tony,20,4
2016,Mitra,Nicholas,21,2
2017,Swapna,Isaiah,21,3
2018,Kali,Thomas,23,3
2019,Mohini,Atahan,20,3
2020,Bhavana,Caleb,21,3
2021,Nida,Lucas,20,3
2022,Kali,Elmer,25,3
2023,Saira,Dylan,19,4
2024,Arya,William,25,2
2025,Mohini,Alp,19,3
2026,Rachana,Eli,19,4
2027,Gurdeep,Theo,22,2
2028,Vasundhara,Ricardo,22,4
2029,Tanvi,Calvin,23,2
2030,Uma,Tie,24,2
2031,Nila,Henry,21,1
2032,Kali,Milàn,24,3
2033,Nishat,Luca,24,3
2034,Sima,James,21,3
2035,Nida,Everett,22,2
2036,Kajal,Noah,23,2
2037,Kashi,Caio,20,3
2038,Sushila,Carter,22,3
2039,Padmini,Elias,21,2
2040,Rati,Léon,24,3
2041,Lakshmi,Rıza,22,1
2042,Lata,Duc Anh,23,3
2043,Kiran,Luis,20,2
2044,Divya,Ravi,20,2
2045,Shahnaz,Adam,21,2
2046,Rina,Aurélien,19,3
2047,Vasuda,Arno,20,3
2048,Madhur,Noah,23,2
2049,Mukta,Noah,23,4
2050,Kamala,Lewin,19,3
2051,Lavanya,Lee Viert,20,2
2052,Gulrukh,Ruben,25,3
2053,Shila,Finn,21,3
2054,Navneet,Charles,22,1
2055,Vasudha,Eli,20,3
2056,Apurva,Jacob,20,4
2057,Anima,Trinh,20,3
2058,Aradhana,Nuri̇,21,3
2059,Madhu,Dong,20,2
2060,Prachi,Ergun,21,2
2061,Mridula,Keri̇m,20,1
2062,Shyama,Kai,20,1
2063,Gita,Edward,19,2
2064,Kalyani,Rael,24,2
2065,Vaishnavi,Quang,20,2
2066,Ratna,Jared,25,2
2067,Malati,Muhammad,19,3
2068,Mira,Berkehan,25,1
2069,Aisha,Kemal,24,2
2070,Gulrukh,Hugo,25,3
2071,Anisha,Hùng,23,2
2072,Mandeep,João,25,4
2073,Navneet,Tien,19,3
2074,Kanchana,Dwight,24,3
2075,Shivali,Antonio,23,3
2076,Shanta,Colton,24,3
2077,Rani,Luke,21,2
2078,Roshan,Victor,23,4
2079,Divya,Hoang,22,2
2080,Kanta,William,22,3
2081,Avani,Péter,23,4
2082,Lila,River,22,3
2083,Jaswinder,Caner,24,1
2084,Drishti,Leonardo,22,2
2085,Rajni,Arnold,24,3
2086,Sonam,Gabriel,22,3
2087,Navdeep,Benjamin,21,2
2088,Rachana,Jesse,24,1
2089,Rachana,Heitor Henrique,25,3
2090,Shyama,Alpteki̇n,24,2
2091,Swapna,Theo,20,2
2092,Ritu,Felix,22,4
2093,Padma,Killian,25,1
2094,Prachi,Álvaro,25,1
2095,Suman,Lonnie,21,1
2096,Indu,Viet,19,4
2097,Parvati,Andy,20,3
2098,Nasim,Theo,19,1
2099,Kanchana,Christopher,23,2
2100,Ezhil,Noah,21,2
2101,Puja,Elias,20,3
2102,Esha,Landon,23,4
2103,Indrani,İhsan,23,3
2104,Rachana,Tuan,21,2
2105,Nishat,Aaron,21,3
2106,Tejal,Dylan,21,1
2107,Savitri,Viet,22,2
2108,Vasudha,Arthur,20,4
2109,Vijaya,Léon,20,4
2110,Parvati,François,25,3
2111,Mira,Van,21,3
2112,Puja,Minh,22,4
2113,Ezhil,Jackson,19,3
2114,Manjusha,Samuel,24,1
2115,Vaishnavi,Bedirhan,21,3
2116,Abha,Hector,22,4
2117,Shailaja,Isaac,24,3
2118,Aisha,Ricardo,24,4
2119,Gulrukh,Gary,22,1
2120,Sultana,Henry,23,3
2121,Chanda,Jeff,20,2
2122,Hema,Dorian,25,2
2123,Mohini,Henry,21,3
2124,Rina,Caetano,21,3
2125,Mohini,Cemi̇l,20,2
2126,Amarjeet,Carter,23,3
2127,Shanti,Greg,24,4
2128,Vasundhara,Tom,23,3
2129,Mira,Lennox,23,2
2130,Chandra,Tom,22,2
2131,Nitika,Kylian,21,3
2132,Gurdeep,Kaique,20,2
2133,Sitara,Ryder,20,2
2134,Vasudha,Lewis,25,3
2135,Amarjeet,Andy,20,3
2136,Shikha,Dong,20,4
2137,Nitika,Aiden,20,3
2138,Shikha,Niklas,22,3
2139,Ishita,Pedro Gabriel,24,1
2140,Shobha,Breno,20,2
2141,Mandeep,Osman,20,2
2142,Sita,Isaiah,24,4
2143,Gulbadan,Dário,20,2
2144,Veda,Gabriel,20,2
2145,Riya,Ryder,22,3
2146,Kamani,Kylian,24,2
2147,Nur,Ercan,24,1
2148,Roshni,Daniel,19,3
2149,Pritha,Quyền,19,1
2150,Rajni,Luke,20,2
2151,Vidya,Oskar,19,2
2152,Tejal,Niklas,23,4
2153,Indu,Ross,20,1
2154,Kajal,Ali̇han,21,2
2155,Nandita,Khanh,19,1
2156,Devika,Lincoln,20,3
2157,Lakshmi,Enrico,24,1
2158,Jaswinder,Wyatt,24,2
2159,Sita,Toni,22,4
2160,Saira,Nathan,24,2
2161,Arushi,Apolo,22,1
2162,Kali,Ali,24,4
2163,Shailaja,François,20,2
2164,Jayashri,Heitor Gabriel,24,3
2165,Mridula,Oskar,21,1
2166,Kiran,Vinícius,23,3
2167,Balwinder,Jorge,23,1
2168,Riya,Luiz Henrique,22,4
2169,Abha,Israel,24,2
2170,Rani,Carlos Henrique,25,2
2171,Rina,Lincoln,23,3
2172,Manju,Kevin,21,2
"2173,Ila,""Nico, Niko"",21,2"
2174,Mandeep,Julio,25,2
2175,Sima,Mathis,22,3
2176,Devi,Charlie,20,4
2177,Ratna,Laurent,24,3
2178,Ishani,Nuretti̇n,25,1
2179,Nitya,Arthur,23,2
2180,Neha,Xavier,23,2
2181,Fariha,José Pedro,21,2
2182,Chandra,Renaud,22,1
2183,Devika,Alphan,24,2
2184,Lilavati,Finn,20,4
2185,Sakshi,Ata,24,3
2186,Manju,Volkan,25,2
2187,Ishita,Harold,21,3
2188,Neha,Angus,22,2
2189,Padma,Jayden,20,2
2190,Sunita,Ray,19,2
2191,Saraswati,Thang,21,4
2192,Shahnaz,Furkan,22,4
2193,Rani,Lam Anh,21,2
2194,Sona,Avery,24,3
2195,Balwinder,Niklas,23,2
2196,Tanvi,Thomas,21,4
2197,Indu,Asafe,23,3
2198,Suniti,Lorenzo Gabriel,21,3
2199,Indumathi,Philipp,23,2
2200,Ila,Mael,21,2
2201,Roshni,Kylian,24,2
2202,Thamarai,José Pedro,24,2
2203,Madhur,Dylan,21,3
2204,Shabnam,Jorge,23,1
2205,Nalini,Alexandre,25,4
2206,Reva,Oliver,22,4
2207,Trishna,Jay,23,1
2208,Jaya,Boris,21,4
2209,Mandeep,Derick,22,4
2210,Lalita,Tony,22,4
2211,Uttara,Mason,22,3
2212,Lina,Lucas Gabriel,24,1
2213,Ila,Sebastian,20,4
2214,Prachi,Sonny,23,3
2215,Shahnaz,Lewin,22,2
2216,Sona,Alexis,24,4
2217,Amarjeet,Liam,20,2
2218,Jaswinder,Van,22,4
2219,Diya,Liam,20,3
2220,Nishat,Jackson,22,1
2221,Kajal,Berkant,24,4
2222,Jayashri,Jonas,24,4
2223,Dipa,Heitor,25,2
2224,Padma,Leo,25,2
2225,Rani,Hao,21,3
2226,Padmini,Maximilian,24,2
2227,Gita,Mehmet,22,4
2228,Ratna,Jeremy,22,2
2229,Diksha,Joseph,24,3
2230,Gulrukh,Abdullah,20,2
2231,Archana,João Arthur,24,3
2232,Inderpal,Charles,24,2
2233,Maya,Rıza,22,2
2234,Karishma,Bryan,21,3
2235,Arya,Antonin,21,3
2236,Nitika,Morris,20,3
2237,Kali,Heitor Gabriel,21,1
2238,Nishat,Rowan,23,4
2239,Vasudha,Emre,23,3
2240,Kamani,Niklas,24,2
2241,Ratna,Anton,25,2
2242,Mala,Huy,24,4
2243,Sabeen,Murilo,20,1
2244,Arya,Arno,23,3
2245,Nitya,Tom,24,3
2246,Rani,Diogo,22,3
2247,Isha,Jace,23,2
2248,Shweta,Aiden,20,3
2249,Kanta,Duong,23,2
2250,Disha,Jonathan,20,1
2251,Kashi,Jean,22,2
2252,Kamakshi,Caleb,21,3
2253,Disha,Dean,22,4
2254,Shikha,Glen,22,4
2255,Nandita,Vincent,23,1
2256,Sakshi,Tuan,23,1
2257,Shivali,Elias,24,1
2258,Ila,Brian,19,1
2259,Rajani,Leo,24,2
2260,Aruna,Lukas,19,2
2261,Nur,Connor,21,2
2262,Navdeep,Toni,19,3
2263,Khushi,Beau,23,3
2264,Arya,Bryan,23,1
2265,Kala,David,19,3
2266,Swarna,Trinh,21,2
2267,Avani,Alphan,24,3
2268,Amala,Bryan,25,1
2269,Kavita,Thomas,23,3
2270,Dipa,Filipe,20,2
2271,Rupa,Niklas,24,2
2272,Lilavati,Luiz Eduardo,20,3
2273,Lina,Felix,19,2
2274,Karishma,Brett,22,3
2275,Jyotsna,Arthur Henrique,21,2
2276,Gurmeet,Lee,21,4
2277,Devika,Leo,23,1
2278,Navdeep,Douglas,25,1
2279,Lakshmi,José,22,1
2280,Reva,Owen,22,2
2281,Lavanya,Henry,19,4
2282,Rashmi,İhsan,21,1
2283,Khushi,Poyraz,22,3
2284,Jyotsna,Matteo,19,3
2285,Kanta,Finney,24,4
2286,Avani,Khanh,22,3
2287,Navneet,Brazil,20,3
2288,Rupinder,Gilles,21,2
2289,Arushi,Berkcan,21,3
2290,Karishma,Arthur,24,4
2291,Akanksha,Hakan,20,2
2292,Aradhana,Austin,23,4
2293,Shobha,Carter,23,2
2294,Sultana,Felix,21,1
2295,Suniti,Alexander,20,1
2296,Manjeet,İsmai̇L,21,3
2297,Dipti,Eduardo,23,3
2298,Tanu,Ethan,24,3
2299,Sita,Bui,23,1
2300,Shanta,Hasan,20,2
2301,Ila,Khanh,22,1
2302,Upasana,Austin,20,2
2303,Prachi,Lee Viert,22,1
2304,Vasudha,Javier,21,1
2305,Padmini,Florent,19,2
2306,Lina,Thomas,22,2
2307,Shanta,Mael,23,4
2308,Bhavana,Jason,23,1
2309,Jaya,Reginald,24,3
2310,Kashi,Raul,24,3
2311,Ritu,Nathan,24,2
2312,Aparajita,Jude,23,1
2313,Sushila,Xavier,21,2
2314,Lakshmi,Scott,20,1
2315,Esha,Lewis,21,3
2316,Kaur,Linh,24,4
2317,Kavita,Ken,23,3
2318,Saraswati,Finney,22,3
2319,Puja,Milàn,25,2
2320,Lavanya,Jasper,22,4
2321,Madhuri,Hugo,24,3
2322,Aisha,Nathan,20,1
2323,Vijaya,Ngoc,22,2
2324,Bhavana,Emmett,24,4
2325,Tanvi,Noah,23,3
2326,Purnima,Hoang,19,2
2327,Sima,Tom,20,2
2328,Minali,Virgil,25,4
2329,Tara,Paul,21,2
2330,Shreya,Jie,20,1
2331,Ishita,Riley,19,1
2332,Pritha,Mathis,21,1
2333,Asha,Luka,19,2
2334,Amardeep,Jack,24,1
2335,Khushi,Minh,24,2
2336,Nasim,Felix,24,3
2337,Aditi,Elmer,25,4
2338,Manjusha,Aurélien,20,2
2339,Arushi,Alpay,21,3
2340,Dipa,Henry Gabriel,24,2
2341,Amarjeet,Leroy,22,2
2342,Indumathi,Reginald,20,3
2343,Ezhil,Enes,24,4
2344,Jaya,Matthew,22,1
2345,Gita,Hudson,24,2
2346,Manjusha,Ryder,19,2
2347,Mina,Viet,23,2
2348,Bhavana,Liam,21,2
2349,Tanvi,Adrien,22,2
2350,Bala,Phillip,21,4
2351,Shobha,Rıza,22,3
2352,Tanu,Lukas,24,4
2353,Nikita,Berkay,23,3
2354,Kiran,Quang,23,3
2355,Manju,Alpcan,21,3
2356,Suniti,Felix,21,3
2357,Aparajita,Finn,21,3
2358,Madhu,Daniel,22,3
2359,Nitya,Jérémy,24,2
2360,Varsha,Zachary,19,4
2361,Indrani,Recep,23,4
2362,Durga,Tran Van,23,2
2363,Sanjana,Elijah,21,1
2364,Mridula,Berkay,23,1
2365,Rajkumari,Zachary,20,3
2366,Kamakshi,Andrew,22,1
2367,Mandeep,Axel,25,4
2368,Devika,Hakan,19,2
2369,Ritka,Alperen,23,4
2370,Indumathi,Tran,21,3
2371,Priyanka,Henry,22,2
2372,Sandhya,Estêvão,25,3
2373,Jaswinder,Mathieu,23,3
"2374,Devi,""Nico, Niko"",20,3"
2375,Abha,Nicolàs,21,2
2376,Shakti,Léo,24,3
2377,Amala,Hudson,24,2
2378,Padma,Milàn,20,2
2379,Aparna,Dylan,23,2
2380,Manjeet,Brayden,21,4
2381,Amala,Kaique,21,4
2382,Sanjana,Rémi,20,2
2383,Tanu,Mert,22,1
2384,Vidya,Tsundere,21,2
2385,Tanu,Ben,22,3
2386,Nasim,Florent,21,2
2387,Gurdeep,Serkan,23,3
2388,Kamala,Burak,20,3
2389,Gulbadan,Earl,23,2
2390,Indu,Arif,23,3
2391,Madhuri,Anthony Miguel,21,3
2392,Lalita,Julian,23,1
2393,Nasrin,Mael,21,2
2394,Gulbadan,Tran,19,2
2395,Lila,Mehmet,23,2
2396,Gita,Tan,20,2
2397,Shyama,Ata,24,1
2398,Manjusha,Diogo,21,2
2399,Arushi,Tanguy,20,2
2400,Chandra,Lee Viert,23,4
2401,Durga,Theo,20,3
2402,Disha,Mason,25,1
2403,Purnima,Parker,22,1
2404,Sona,Matthew,20,2
2405,Kamala,Daniel,21,3
2406,Siddhi,Elijas,24,1
2407,Devika,Ahmet,20,1
2408,Fariha,Shawn,25,3
2409,Shanti,David,23,2
2410,Rupinder,Ata,23,1
2411,Dipa,Philipp,25,1
2412,Nirupama,Trung,22,2
2413,Rupa,Ali̇can,24,4
2414,Mohini,Canberk,24,3
2415,Veda,Matteo,21,3
2416,Dipa,José Henrique,24,3
2417,Priya,Valentin,22,4
2418,Indumathi,Gürsel,23,2
2419,Archana,Liam,25,4
2420,Nirupama,Eddy,20,3
2421,Shyama,Hy Khánh,20,3
2422,Priti,Jonathan,22,2
2423,Madhu,Clifford,20,1
2424,Sulabha,Beau,23,1
2425,Swarna,Jordan,23,3
2426,Amala,Enzo Miguel,21,4
2427,Sneha,Cole,23,1
2428,Grishma,Samuel,23,2
2429,Navdeep,Walter,24,2
2430,Uttara,Maxence,22,2
2431,Gurmeet,Andy,22,2
2432,Gul,Robin,20,1
2433,Gita,Samuel,24,1
2434,Manju,James,22,2
2435,Shanta,Paul,24,3
2436,Malani,Dominic,23,3
2437,Uttara,Parker,22,3
2438,Indira,Jackson,20,3
2439,Rina,Niklas,23,3
2440,Asha,İsmai̇l,21,3
2441,Manjeet,Antonio,21,3
2442,Kanti,Ryan,22,2
2443,Diya,Joseph,24,3
2444,Kanti,Volkan,19,3
2445,Purnima,Marcus,25,2
2446,Aishwarya,Paulo,20,3
2447,Sushila,Joshua,25,3
2448,Madhur,Alptuğ,22,3
2449,Gulbadan,Maurice,25,4
2450,Richa,Grayson,19,2
2451,Swapna,Nathan,24,2
2452,Roshni,Zayn,23,4
2453,Arya,Ashton,22,2
2454,Suman,Nathan,23,1
2455,Shweta,Dao,24,3
2456,Archana,Zachary,22,3
2457,Drishti,Carson,20,2
2458,Malati,Nathan,24,4
2459,Kali,Alparslan,24,1
2460,Puja,Maximilian,19,4
2461,Shailaja,Bryan,21,3
2462,Madhur,Israel,25,2
2463,Vaishnavi,Victor,22,2
2464,Chandra,Ryan,22,2
2465,Roshan,Austin,19,4
2466,Rati,Lee,24,3
2467,Upasana,Ali̇şan,20,2
2468,Shivali,Tam,21,3
2469,Kamani,Chester,25,2
2470,Roshni,Jackson,20,4
2471,Shabnam,Cédric,22,2
2472,Rupinder,Duane,23,1
2473,Kaur,Luiz Gustavo,24,2
2474,Karishma,Michael,20,1
2475,Gulrukh,Rafael,21,2
2476,Kalyani,Alpteki̇n,22,1
2477,Lila,Ryan,22,2
2478,Sona,Eduardo,22,2
2479,Archana,Alexander,25,4
2480,Dipti,Dan,24,3
2481,Arya,Jean,21,4
2482,Kashi,Marcus,19,1
2483,Anjali,Ali̇han,21,2
2484,Bhavana,Grégory,19,3
2485,Khurshid,Ali̇m,19,3
2486,Rajkumari,Rıza,19,2
2487,Shakti,Kemal,24,3
2488,Rajani,Benjamin,22,2
2489,Swarna,Dylan,23,3
2490,Shweta,Henry,19,2
2491,Sonal,Nuri̇,24,3
2492,Uma,Dang,19,3
2493,Aparna,Arnaud,21,2
2494,Kanchana,Joshua,23,3
2495,Jyotsna,Ataman,20,4
2496,Asha,İsmai̇l,21,3
2497,Indrani,Gael,22,3
2498,Vaishnavi,Julien,20,3
2499,Varsha,Israel,20,4
2500,Amardeep,Ali,22,3
2501,Hana,Matthias,21,2
2502,Trinh,Tanguy,20,2
2503,Bella,Luca,24,1
2504,Sylvia,Travis,23,4
2505,Fio,Garrett,24,2
2506,Tio,Hugo,23,1
2507,Marielle,Alexander,25,4
2508,Nghi,Dorian,23,1
2509,Cara,Levi,21,1
2510,My,Elias,22,3
2511,Minh,Thai Duong,25,2
